iso_code,continent,location,date,new_deaths_per_million,new_deaths_per_million_uk,new_deaths_per_million_j,total_deaths_per_million,total_deaths_per_million_uk,total_deaths_per_million_j,new_cases_per_million,new_cases_per_million_j,new_cases_per_million_uk,new_cases_j,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,iso_code_uk,continent_uk,location_uk,total_cases_uk,new_cases_uk,new_cases_smoothed_uk,total_deaths_uk,new_deaths_uk,new_deaths_smoothed_uk,total_cases_per_million_uk,new_cases_per_million_uk,new_cases_smoothed_per_million_uk,total_deaths_per_million_uk,new_deaths_per_million_uk,new_deaths_smoothed_per_million_uk,iso_code_j,continent_j,location_j,total_cases_j,new_cases_j,new_cases_smoothed_j,total_deaths_j,new_deaths_j,new_deaths_smoothed_j,total_cases_per_million_j,new_cases_smoothed_per_million_j,total_deaths_per_million_j,new_deaths_per_million_j,new_deaths_smoothed_per_million_j
AUS,Oceania,Australia,2020-03-17,0.078,0.249,0,0.194,1.202,0.238,2.908,0.397,11.26,50,452,75,49.286,5,2,0.286,17.527,1.911,0.194,0.078,0.011,GBR,Europe,United Kingdom,4452,768,509.286,82,17,10.714,65.272,11.26,7.467,1.202,0.249,0.157,JPN,Asia,Japan,893,50,44,30,0,2.429,7.084,0.349,0.238,0,0.019
AUS,Oceania,Australia,2020-03-18,0.039,0.498,0.016,0.233,1.701,0.254,4.498,0.278,14.647,35,568,116,62.857,6,1,0.429,22.026,2.437,0.233,0.039,0.017,GBR,Europe,United Kingdom,5451,999,593.286,116,34,15.571,79.918,14.647,8.698,1.701,0.498,0.228,JPN,Asia,Japan,928,35,41.143,32,2,2.429,7.362,0.326,0.254,0.016,0.019
AUS,Oceania,Australia,2020-03-20,0.039,0.469,0.008,0.271,2.844,0.27,4.266,0.428,18.385,54,791,110,84.429,7,1,0.571,30.673,3.274,0.271,0.039,0.022,GBR,Europe,United Kingdom,7760,1254,784.857,194,32,26.286,113.771,18.385,11.507,2.844,0.469,0.385,JPN,Asia,Japan,1022,54,41.286,34,1,1.857,8.108,0.328,0.27,0.008,0.015
AUS,Oceania,Australia,2020-03-24,0.039,2.17,0.008,0.31,7.507,0.333,14.037,0.579,34.908,73,2044,362,227.429,8,1,0.429,79.261,8.819,0.31,0.039,0.017,GBR,Europe,United Kingdom,15088,2381,1519.429,512,148,61.429,221.209,34.908,22.277,7.507,2.17,0.901,JPN,Asia,Japan,1217,73,46.286,42,1,1.714,9.655,0.367,0.333,0.008,0.014
AUS,Oceania,Australia,2020-03-26,0.194,2.654,0.016,0.504,12.961,0.373,17.295,0.809,45.274,102,2810,446,304.143,13,5,1,108.964,11.794,0.504,0.194,0.039,GBR,Europe,United Kingdom,20870,3088,2052,884,181,103.143,305.98,45.274,30.085,12.961,2.654,1.512,JPN,Asia,Japan,1416,102,64,47,2,2,11.234,0.508,0.373,0.016,0.016
AUS,Oceania,Australia,2020-03-28,0.039,4.281,0.024,0.543,21.479,0.444,19.272,1.571,41.638,198,3640,497,367,14,1,1,141.15,14.231,0.543,0.039,0.039,GBR,Europe,United Kingdom,26929,2840,2567.429,1465,292,173.286,394.812,41.638,37.642,21.479,4.281,2.541,JPN,Asia,Japan,1728,198,95.571,56,3,2.857,13.709,0.758,0.444,0.024,0.023
AUS,Oceania,Australia,2020-03-29,0.078,3.108,0.056,0.62,24.587,0.5,13.339,1.42,42.078,179,3984,344,347.857,16,2,1.286,154.489,13.489,0.62,0.078,0.05,GBR,Europe,United Kingdom,29799,2870,2775.857,1677,212,198.429,436.89,42.078,40.697,24.587,3.108,2.909,JPN,Asia,Japan,1907,179,114.714,63,7,3.286,15.129,0.91,0.5,0.056,0.026
AUS,Oceania,Australia,2020-03-30,0.039,5.513,0.016,0.659,30.099,0.516,14.619,0.746,62.765,94,4361,377,382.714,17,1,1.429,169.108,14.841,0.659,0.039,0.055,GBR,Europe,United Kingdom,34080,4281,3053.286,2053,376,241.286,499.655,62.765,44.765,30.099,5.513,3.538,JPN,Asia,Japan,2001,94,122.429,65,2,3.429,15.875,0.971,0.516,0.016,0.027
AUS,Oceania,Australia,2020-03-31,0.039,5.908,0.016,0.698,36.008,0.532,7.678,2.015,66.239,254,4559,198,359.286,18,1,1.429,176.786,13.932,0.698,0.039,0.055,GBR,Europe,United Kingdom,38598,4518,3358.571,2456,403,277.714,565.894,66.239,49.241,36.008,5.908,4.072,JPN,Asia,Japan,2255,254,148.286,67,2,3.571,17.89,1.176,0.532,0.016,0.028
AUS,Oceania,Australia,2020-04-01,0.078,9.852,0.04,0.776,45.86,0.571,11.75,2.221,72.397,280,4862,303,356.857,20,2,1.714,188.536,13.838,0.776,0.078,0.066,GBR,Europe,United Kingdom,43536,4938,3679.143,3128,672,346.429,638.291,72.397,53.941,45.86,9.852,5.079,JPN,Asia,Japan,2535,280,174.429,72,5,3.857,20.111,1.384,0.571,0.04,0.031
AUS,Oceania,Australia,2020-04-02,0.155,9.632,0.024,0.931,55.493,0.595,9.849,2.245,71.781,283,5116,254,329.429,24,4,1.571,198.385,12.774,0.931,0.155,0.061,GBR,Europe,United Kingdom,48432,4896,3937.429,3785,657,414.429,710.073,71.781,57.728,55.493,9.632,6.076,JPN,Asia,Japan,2818,283,200.286,75,3,4,22.356,1.589,0.595,0.024,0.032
AUS,Oceania,Australia,2020-04-03,0.155,10.805,0.048,1.086,66.298,0.643,8.298,2.666,72.192,336,5330,214,312.429,28,4,2.143,206.684,12.115,1.086,0.155,0.083,GBR,Europe,United Kingdom,53356,4924,4181,4522,737,478.429,782.264,72.192,61.299,66.298,10.805,7.014,JPN,Asia,Japan,3154,336,232,81,6,4,25.022,1.841,0.643,0.048,0.032
AUS,Oceania,Australia,2020-04-04,0.078,11.099,0.048,1.163,77.397,0.69,8.531,2.943,59.686,371,5550,220,272.857,30,2,2.286,215.215,10.581,1.163,0.078,0.089,GBR,Europe,United Kingdom,57427,4071,4356.857,5279,757,544.857,841.95,59.686,63.877,77.397,11.099,7.988,JPN,Asia,Japan,3525,371,256.714,87,6,4.429,27.965,2.037,0.69,0.048,0.035
AUS,Oceania,Australia,2020-04-05,0.194,8.811,0.048,1.357,86.208,0.738,5.313,2.785,52.942,351,5687,137,243.286,35,5,2.714,220.527,9.434,1.357,0.194,0.105,GBR,Europe,United Kingdom,61038,3611,4462.714,5880,601,600.429,894.892,52.942,65.429,86.208,8.811,8.803,JPN,Asia,Japan,3876,351,281.286,93,6,4.286,30.75,2.232,0.738,0.048,0.034
AUS,Oceania,Australia,2020-04-06,0.194,8.313,0.024,1.551,94.521,0.762,4.266,1.856,78.13,234,5797,110,205.143,40,5,3.286,224.793,7.955,1.551,0.194,0.127,GBR,Europe,United Kingdom,66367,5329,4612.429,6447,567,627.714,973.022,78.13,67.624,94.521,8.313,9.203,JPN,Asia,Japan,4110,234,301.286,96,3,4.429,32.606,2.39,0.762,0.024,0.035
AUS,Oceania,Australia,2020-04-07,0.194,16.23,0.016,1.745,110.751,0.777,3.8,2.975,80.05,375,5895,98,190.857,45,5,3.857,228.593,7.401,1.745,0.194,0.15,GBR,Europe,United Kingdom,71827,5460,4747,7554,1107,728.286,1053.072,80.05,69.597,110.751,16.23,10.678,JPN,Asia,Japan,4485,375,318.571,98,2,4.429,35.581,2.527,0.777,0.016,0.035
AUS,Oceania,Australia,2020-04-08,0.194,15.101,0.056,1.939,125.852,0.833,4.459,4.244,75.535,535,6010,115,164,50,5,4.286,233.052,6.359,1.939,0.194,0.166,GBR,Europe,United Kingdom,76979,5152,4777.571,8584,1030,779.429,1128.607,75.535,70.045,125.852,15.101,11.427,JPN,Asia,Japan,5020,535,355,105,7,4.714,39.825,2.816,0.833,0.056,0.037
AUS,Oceania,Australia,2020-04-09,0.039,16.391,0.063,1.978,142.243,0.896,3.8,4.712,71.371,594,6108,98,141.714,51,1,3.857,236.852,5.495,1.978,0.039,0.15,GBR,Europe,United Kingdom,81847,4868,4773.571,9702,1118,845.286,1199.977,71.371,69.986,142.243,16.391,12.393,JPN,Asia,Japan,5614,594,399.429,113,8,5.429,44.538,3.169,0.896,0.063,0.043
AUS,Oceania,Australia,2020-04-10,0.116,16.465,0.095,2.094,158.708,0.992,4.149,5.046,63.395,636,6215,107,126.429,54,3,3.714,241.002,4.903,2.094,0.116,0.144,GBR,Europe,United Kingdom,86171,4324,4687.857,10825,1123,900.429,1263.373,63.395,68.73,158.708,16.465,13.201,JPN,Asia,Japan,6250,636,442.286,125,12,6.286,49.583,3.509,0.992,0.095,0.05
AUS,Oceania,Australia,2020-04-11,0.116,12.374,0.103,2.21,171.082,1.095,3.412,5.561,52.795,701,6303,88,107.571,57,3,3.857,244.414,4.171,2.21,0.116,0.15,GBR,Europe,United Kingdom,89772,3601,4620.714,11669,844,912.857,1316.168,52.795,67.745,171.082,12.374,13.384,JPN,Asia,Japan,6951,701,489.429,138,13,7.286,55.144,3.883,1.095,0.103,0.058
AUS,Oceania,Australia,2020-04-12,0.116,9.632,0.071,2.327,180.714,1.166,0.465,4.141,51.549,522,6315,12,89.714,60,3,3.571,244.879,3.479,2.327,0.116,0.138,GBR,Europe,United Kingdom,93288,3516,4607.143,12326,657,920.857,1367.717,51.549,67.546,180.714,9.632,13.501,JPN,Asia,Japan,7473,522,513.857,147,9,7.714,59.286,4.077,1.166,0.071,0.061
AUS,Oceania,Australia,2020-04-13,0.039,10.629,0.071,2.365,191.344,1.238,1.396,2.38,61.46,300,6351,36,79.143,61,1,3,246.275,3.069,2.365,0.039,0.116,GBR,Europe,United Kingdom,97480,4192,4444.714,13051,725,943.429,1429.176,61.46,65.165,191.344,10.629,13.832,JPN,Asia,Japan,7773,300,523.286,156,9,8.571,61.666,4.151,1.238,0.071,0.068
AUS,Oceania,Australia,2020-04-14,0.039,15.79,0.111,2.404,207.134,1.349,2.482,3.998,63.63,504,6415,64,74.286,62,1,2.429,248.757,2.881,2.404,0.039,0.094,GBR,Europe,United Kingdom,101820,4340,4284.714,14128,1077,939.143,1492.806,63.63,62.819,207.134,15.79,13.769,JPN,Asia,Japan,8277,504,541.714,170,14,10.286,65.664,4.298,1.349,0.111,0.082
AUS,Oceania,Australia,2020-04-15,0.039,12.902,0.127,2.443,220.036,1.476,0.969,4.427,74.391,558,6440,25,61.429,63,1,1.857,249.726,2.382,2.443,0.039,0.072,GBR,Europe,United Kingdom,106894,5074,4273.571,15008,880,917.714,1567.197,74.391,62.656,220.036,12.902,13.455,JPN,Asia,Japan,8835,558,545,186,16,11.571,70.091,4.324,1.476,0.127,0.092
AUS,Oceania,Australia,2020-04-17,0.116,13.4,0.103,2.559,248.684,1.722,2.327,4.443,72.91,560,6522,60,43.857,66,3,1.714,252.906,1.701,2.559,0.116,0.066,GBR,Europe,United Kingdom,117170,4973,4428.429,16962,914,876.714,1717.856,72.91,64.926,248.684,13.4,12.854,JPN,Asia,Japan,9958,560,529.714,217,13,13.143,79,4.202,1.722,0.103,0.104
AUS,Oceania,Australia,2020-04-18,0.039,16.245,0.151,2.598,264.928,1.872,1.784,4.681,69.274,590,6568,46,37.857,67,1,1.429,254.69,1.468,2.598,0.039,0.055,GBR,Europe,United Kingdom,121895,4725,4589,18070,1108,914.429,1787.13,69.274,67.28,264.928,16.245,13.407,JPN,Asia,Japan,10548,590,513.857,236,19,14,83.681,4.077,1.872,0.151,0.111
AUS,Oceania,Australia,2020-04-23,0.31,9.999,0.222,2.908,320.055,2.785,0.388,3.427,75.52,432,6662,10,28.571,75,8,1.714,258.335,1.108,2.908,0.31,0.066,GBR,Europe,United Kingdom,146035,5151,4834,21830,682,826,2141.052,75.52,70.872,320.055,9.999,12.11,JPN,Asia,Japan,12469,432,438.714,351,28,21,98.92,3.48,2.785,0.222,0.167
AUS,Oceania,Australia,2020-04-24,0.155,14.881,0.071,3.063,334.936,2.856,0.582,3.054,72.925,385,6677,15,22.143,79,4,1.857,258.917,0.859,3.063,0.155,0.072,GBR,Europe,United Kingdom,151009,4974,4834.143,22845,1015,840.429,2213.977,72.925,70.874,334.936,14.881,12.322,JPN,Asia,Japan,12854,385,413.714,360,9,20.429,101.975,3.282,2.856,0.071,0.162
AUS,Oceania,Australia,2020-04-25,0.039,11.978,0.151,3.102,346.914,3.007,0.659,2.634,55.258,332,6694,17,18,80,1,1.857,259.576,0.698,3.102,0.039,0.072,GBR,Europe,United Kingdom,154778,3769,4697.571,23662,817,798.857,2269.235,55.258,68.872,346.914,11.978,11.712,JPN,Asia,Japan,13186,332,376.857,379,19,20.429,104.609,2.99,3.007,0.151,0.162
AUS,Oceania,Australia,2020-04-26,0.116,5.337,0.127,3.219,352.251,3.134,0.776,1.737,50.874,219,6714,20,14.857,83,3,2.286,260.351,0.576,3.219,0.116,0.089,GBR,Europe,United Kingdom,158248,3470,4641.429,24026,364,789,2320.11,50.874,68.049,352.251,5.337,11.568,JPN,Asia,Japan,13405,219,355.857,395,16,20,106.346,2.823,3.134,0.127,0.159
AUS,Oceania,Australia,2020-04-28,0.233,14.207,0.151,3.451,371.149,3.459,0.892,2.253,69.245,284,6744,23,14.143,89,6,3.143,261.515,0.548,3.451,0.233,0.122,GBR,Europe,United Kingdom,167676,4723,4612.143,25315,969,716.714,2458.336,69.245,67.62,371.149,14.207,10.508,JPN,Asia,Japan,13860,284,317,436,19,19,109.956,2.515,3.459,0.151,0.151
AUS,Oceania,Australia,2020-04-29,0.078,11.274,0.143,3.529,382.423,3.602,0.31,1.714,79.713,216,6752,8,14.286,91,2,3.429,261.825,0.554,3.529,0.078,0.133,GBR,Europe,United Kingdom,173113,5437,4604.143,26084,769,705.143,2538.049,79.713,67.502,382.423,11.274,10.338,JPN,Asia,Japan,14076,216,291.286,454,18,18.714,111.669,2.311,3.602,0.143,0.148
AUS,Oceania,Australia,2020-04-30,0.078,9.31,0.214,3.606,391.733,3.816,0.543,1.65,72.734,208,6766,14,14.857,93,2,2.571,262.368,0.576,3.606,0.078,0.1,GBR,Europe,United Kingdom,178074,4961,4577,26719,635,698.429,2610.783,72.734,67.104,391.733,9.31,10.24,JPN,Asia,Japan,14284,208,259.286,481,27,18.571,113.319,2.057,3.816,0.214,0.147
AUS,Oceania,Australia,2020-05-02,0.039,8.591,0.206,3.645,410.558,4.252,0.814,2.404,47.238,303,6799,21,15,94,1,2,263.648,0.582,3.645,0.039,0.078,GBR,Europe,United Kingdom,186029,3222,4464.429,28003,586,620.143,2727.413,47.238,65.454,410.558,8.591,9.092,JPN,Asia,Japan,14861,303,239.286,536,26,22.429,117.897,1.898,4.252,0.206,0.178
AUS,Oceania,Australia,2020-05-03,0.039,3.724,0.19,3.684,414.282,4.443,0.892,1.587,43.602,200,6822,23,15.429,95,1,1.714,264.539,0.598,3.684,0.039,0.066,GBR,Europe,United Kingdom,189003,2974,4393.571,28257,254,604.429,2771.016,43.602,64.415,414.282,3.724,8.862,JPN,Asia,Japan,15061,200,236.571,560,24,23.571,119.484,1.877,4.443,0.19,0.187
AUS,Oceania,Australia,2020-05-04,0.039,4.003,0.175,3.723,418.285,4.617,0.969,1.333,49.54,168,6847,25,18,96,1,1.857,265.509,0.698,3.723,0.039,0.072,GBR,Europe,United Kingdom,192382,3379,4204.143,28530,273,597.714,2820.556,49.54,61.638,418.285,4.003,8.763,JPN,Asia,Japan,15229,168,236.143,582,22,23.571,120.816,1.873,4.617,0.175,0.187
AUS,Oceania,Australia,2020-05-05,0.039,10.644,0.087,3.761,428.929,4.704,1.086,0.992,54.027,125,6875,28,18.714,97,1,1.143,266.595,0.726,3.761,0.039,0.044,GBR,Europe,United Kingdom,196067,3685,4055.857,29256,726,563,2874.583,54.027,59.464,428.929,10.644,8.254,JPN,Asia,Japan,15354,125,213.429,593,11,22.429,121.808,1.693,4.704,0.087,0.178
AUS,Oceania,Australia,2020-05-12,0.039,9.017,0.175,3.8,472.605,5.609,0.388,0.69,49.731,87,6980,10,15,98,1,0.143,270.666,0.582,3.8,0.039,0.006,GBR,Europe,United Kingdom,218161,3392,3156.286,32235,615,425.571,3198.508,49.731,46.275,472.605,9.017,6.239,JPN,Asia,Japan,15948,87,84.857,707,22,16.286,126.52,0.673,5.609,0.175,0.129
AUS,Oceania,Australia,2020-05-17,0.039,0.982,0.071,3.839,496.473,6.244,0.388,0.19,26.771,24,7054,10,15.143,99,1,0.286,273.536,0.587,3.839,0.039,0.011,GBR,Europe,United Kingdom,230477,1826,2755.857,33863,67,347.143,3379.076,26.771,40.404,496.473,0.982,5.09,JPN,Asia,Japan,16226,24,57.429,787,9,17.286,128.726,0.456,6.244,0.071,0.137
AUS,Oceania,Australia,2020-05-19,0.039,7.331,0.071,3.878,505.944,6.386,0.155,0.222,44.658,28,7072,4,13.143,100,1,0.286,274.234,0.51,3.878,0.039,0.011,GBR,Europe,United Kingdom,236097,3046,2562.286,34509,500,324.857,3461.472,44.658,37.566,505.944,7.331,4.763,JPN,Asia,Japan,16287,28,48.429,805,9,14,129.21,0.384,6.386,0.071,0.111
AUS,Oceania,Australia,2020-05-21,0.039,4.017,0.063,3.917,514.77,6.553,0.543,0.325,37.269,41,7095,14,10.857,101,1,0.429,275.126,0.421,3.917,0.039,0.017,GBR,Europe,United Kingdom,241346,2542,2468.143,35111,274,296.571,3538.429,37.269,36.186,514.77,4.017,4.348,JPN,Asia,Japan,16362,41,38,826,8,12,129.805,0.301,6.553,0.063,0.095
AUS,Oceania,Australia,2020-05-23,0.039,3.225,0.071,3.955,522.277,6.704,0.582,0.198,22.094,25,7114,15,10,102,1,0.571,275.862,0.388,3.955,0.039,0.022,GBR,Europe,United Kingdom,244886,1507,2319.286,35623,220,261,3590.329,22.094,34.004,522.277,3.225,3.827,JPN,Asia,Japan,16410,25,29.714,845,9,9.571,130.186,0.236,6.704,0.071,0.076
AUS,Oceania,Australia,2020-05-26,0.039,1.921,0.048,3.994,531.279,6.846,0.504,0.238,24.191,30,7139,13,9.571,103,1,0.429,276.832,0.371,3.994,0.039,0.017,GBR,Europe,United Kingdom,249491,1650,1913.429,36237,131,246.857,3657.844,24.191,28.053,531.279,1.921,3.619,JPN,Asia,Japan,16502,30,30.714,863,6,8.286,130.915,0.244,6.846,0.048,0.066
AUS,Oceania,Australia,2020-06-23,0.039,1.378,0.032,3.994,586.933,7.656,1.125,0.452,12.931,57,7521,29,21.571,103,1,0.143,291.645,0.836,3.994,0.039,0.006,GBR,Europe,United Kingdom,280132,882,866.286,40033,94,67.429,4107.079,12.931,12.701,586.933,1.378,0.989,JPN,Asia,Japan,17869,57,56.429,965,4,3.857,141.76,0.448,7.656,0.032,0.031
AUS,Oceania,Australia,2020-06-24,0.039,1.276,0.032,4.033,588.208,7.687,1.435,0.762,11.348,96,7558,37,23.857,104,1,0.286,293.08,0.925,4.033,0.039,0.011,GBR,Europe,United Kingdom,280906,774,834,40120,87,64.143,4118.427,11.348,12.227,588.208,1.276,0.94,JPN,Asia,Japan,17965,96,63.571,969,4,4.286,142.522,0.504,7.687,0.032,0.034
AUS,Oceania,Australia,2020-07-05,0.078,0.279,0,4.11,596.404,7.751,5.429,1.65,7.565,208,8583,140,117,106,2,0.286,332.826,4.537,4.11,0.078,0.011,GBR,Europe,United Kingdom,285984,516,387.571,40679,19,44.571,4192.876,7.565,5.682,596.404,0.279,0.653,JPN,Asia,Japan,19658,208,185.857,977,0,0.714,155.953,1.474,7.751,0,0.006
AUS,Oceania,Australia,2020-07-10,0.039,0.498,0,4.149,599.146,7.791,6.941,3.411,7.507,430,9553,179,184.714,107,1,0.429,370.441,7.163,4.149,0.039,0.017,GBR,Europe,United Kingdom,288706,512,551.714,40866,34,34,4232.784,7.507,8.089,599.146,0.498,0.498,JPN,Asia,Japan,21034,430,265.429,982,0,0.714,166.869,2.106,7.791,0,0.006
AUS,Oceania,Australia,2020-07-11,0.039,0.249,0.008,4.188,599.395,7.798,9.462,3.062,12.022,386,9797,244,193.429,108,1,0.571,379.902,7.501,4.188,0.039,0.022,GBR,Europe,United Kingdom,289526,820,579.714,40883,17,31.857,4244.806,12.022,8.499,599.395,0.249,0.467,JPN,Asia,Japan,21420,386,281.429,983,1,0.857,169.931,2.233,7.798,0.008,0.007
AUS,Oceania,Australia,2020-07-14,0.116,0.645,0,4.304,600.319,7.806,9.151,2.642,18.239,333,10487,236,228.714,111,3,0.714,406.659,8.869,4.304,0.116,0.028,GBR,Europe,United Kingdom,291950,1244,719,40946,44,28.857,4280.345,18.239,10.541,600.319,0.645,0.423,JPN,Asia,Japan,22419,333,339.571,984,0,0.571,177.857,2.694,7.806,0,0.005
AUS,Oceania,Australia,2020-07-15,0.078,0.381,0.008,4.382,600.7,7.814,12.525,3.57,7.888,450,10810,323,250.571,113,2,1,419.184,9.717,4.382,0.078,0.039,GBR,Europe,United Kingdom,292488,538,705.143,40972,26,24.429,4288.233,7.888,10.338,600.7,0.381,0.358,JPN,Asia,Japan,22869,450,374.286,985,1,0.429,181.427,2.969,7.814,0.008,0.003
AUS,Oceania,Australia,2020-07-16,0.116,0.352,0,4.498,601.052,7.814,16.403,4.95,9.398,624,11233,423,265.571,116,3,1.429,435.587,10.298,4.498,0.116,0.055,GBR,Europe,United Kingdom,293129,641,705,40996,24,23.429,4297.631,9.398,10.336,601.052,0.352,0.343,JPN,Asia,Japan,23493,624,412.714,985,0,0.429,186.377,3.274,7.814,0,0.003
AUS,Oceania,Australia,2020-07-17,0.078,0.381,0,4.576,601.433,7.814,8.066,4.736,10.072,597,11441,208,269.714,118,2,1.571,443.652,10.459,4.576,0.078,0.061,GBR,Europe,United Kingdom,293816,687,730,41022,26,22.286,4307.703,10.072,10.703,601.433,0.381,0.327,JPN,Asia,Japan,24090,597,436.571,985,0,0.429,191.113,3.463,7.814,0,0.003
AUS,Oceania,Australia,2020-07-18,0.155,0.132,0.008,4.731,601.565,7.822,13.999,5.244,12.154,661,11802,361,286.429,122,4,2,457.651,11.107,4.731,0.155,0.078,GBR,Europe,United Kingdom,294645,829,731.286,41031,9,21.143,4319.857,12.154,10.722,601.565,0.132,0.31,JPN,Asia,Japan,24751,661,475.857,986,1,0.429,196.357,3.775,7.822,0.008,0.003
AUS,Oceania,Australia,2020-07-19,0.039,0.161,0,4.77,601.726,7.822,10.354,4.054,10.644,511,12069,267,298.429,123,1,2.143,468.004,11.572,4.77,0.039,0.083,GBR,Europe,United Kingdom,295371,726,742.143,41042,11,21.429,4330.501,10.644,10.881,601.726,0.161,0.314,JPN,Asia,Japan,25262,511,490.714,986,0,0.429,200.411,3.893,7.822,0,0.003
AUS,Oceania,Australia,2020-07-20,0.116,0.147,0.016,4.886,601.873,7.838,13.921,3.316,8.504,418,12428,359,311,126,3,2.571,481.926,12.06,4.886,0.116,0.1,GBR,Europe,United Kingdom,295951,580,749.286,41052,10,21.429,4339.005,8.504,10.985,601.873,0.147,0.314,JPN,Asia,Japan,25680,418,513.429,988,2,0.571,203.727,4.073,7.838,0.016,0.005
AUS,Oceania,Australia,2020-07-21,0.078,0.367,0.008,4.964,602.239,7.846,18.07,5.014,6.524,632,12894,466,343.857,128,2,2.429,499.996,13.334,4.964,0.078,0.094,GBR,Europe,United Kingdom,296396,445,635.143,41077,25,18.714,4345.529,6.524,9.312,602.239,0.367,0.274,JPN,Asia,Japan,26312,632,556.143,989,1,0.714,208.741,4.412,7.846,0.008,0.006
AUS,Oceania,Australia,2020-07-22,0.194,0.249,0.008,5.157,602.488,7.854,15.821,6.307,8.21,795,13302,408,356,133,5,2.857,515.817,13.805,5.157,0.194,0.111,GBR,Europe,United Kingdom,296956,560,638.286,41094,17,17.429,4353.739,8.21,9.358,602.488,0.249,0.256,JPN,Asia,Japan,27107,795,605.429,990,1,0.714,215.048,4.803,7.854,0.008,0.006
AUS,Oceania,Australia,2020-07-23,0.233,0.132,0.016,5.39,602.62,7.87,11.362,7.783,11.274,981,13595,293,337.429,139,6,3.286,527.179,13.085,5.39,0.233,0.127,GBR,Europe,United Kingdom,297725,769,656.571,41103,9,15.286,4365.014,11.274,9.626,602.62,0.132,0.224,JPN,Asia,Japan,28088,981,656.429,992,2,1,222.831,5.208,7.87,0.016,0.008
AUS,Oceania,Australia,2020-07-24,0.233,0.469,0.024,5.623,603.09,7.894,13.766,6.18,11.26,779,13950,355,358.429,145,6,3.857,540.945,13.899,5.623,0.233,0.15,GBR,Europe,United Kingdom,298493,768,668.143,41135,32,16.143,4376.274,11.26,9.796,603.09,0.469,0.237,JPN,Asia,Japan,28867,779,682.429,995,3,1.429,229.011,5.414,7.894,0.024,0.011
AUS,Oceania,Australia,2020-07-25,0.388,0.22,0.024,6.01,603.31,7.917,17.566,6.355,11.245,801,14403,453,371.571,155,10,4.714,558.511,14.409,6.01,0.388,0.183,GBR,Europe,United Kingdom,299260,767,659.286,41150,15,17,4387.519,11.245,9.666,603.31,0.22,0.249,JPN,Asia,Japan,29668,801,702.429,998,3,1.714,235.365,5.573,7.917,0.024,0.014
AUS,Oceania,Australia,2020-07-26,0.233,0.117,0,6.243,603.427,7.917,20.63,6.656,10.937,839,14935,532,409.429,161,6,5.429,579.14,15.877,6.243,0.233,0.211,GBR,Europe,United Kingdom,300006,746,662.143,41158,8,16.571,4398.456,10.937,9.708,603.427,0.117,0.243,JPN,Asia,Japan,30507,839,749.286,998,0,1.714,242.021,5.944,7.917,0,0.014
AUS,Oceania,Australia,2020-07-27,0.233,0.044,0.008,6.476,603.471,7.925,14.27,4.76,10.043,600,15303,368,410.714,167,6,5.857,593.411,15.926,6.476,0.233,0.227,GBR,Europe,United Kingdom,300691,685,677.143,41161,3,15.571,4408.499,10.043,9.928,603.471,0.044,0.228,JPN,Asia,Japan,31107,600,775.286,999,1,1.571,246.781,6.151,7.925,0.008,0.012
AUS,Oceania,Australia,2020-07-28,0.349,0.308,0.024,6.825,603.779,7.949,10.819,7.814,8.02,985,15582,279,384,176,9,6.857,604.229,14.891,6.825,0.349,0.266,GBR,Europe,United Kingdom,301238,547,691.714,41182,21,15,4416.519,8.02,10.141,603.779,0.308,0.22,JPN,Asia,Japan,32092,985,825.714,1002,3,1.857,254.596,6.551,7.949,0.024,0.015
AUS,Oceania,Australia,2020-07-29,0.504,0.498,0.032,7.329,604.277,7.981,27.765,10.075,11.714,1270,16298,716,428,189,13,8,631.994,16.597,7.329,0.504,0.31,GBR,Europe,United Kingdom,302037,799,725.857,41216,34,17.429,4428.233,11.714,10.642,604.277,0.498,0.256,JPN,Asia,Japan,33362,1270,893.571,1006,4,2.286,264.671,7.089,7.981,0.032,0.018
AUS,Oceania,Australia,2020-07-30,0.271,0,0.008,7.6,604.277,7.989,23.46,10.377,12.418,1308,16903,605,472.571,196,7,8.143,655.454,18.325,7.6,0.271,0.316,GBR,Europe,United Kingdom,302884,847,737,41216,0,16.143,4440.651,12.418,10.805,604.277,0,0.237,JPN,Asia,Japan,34670,1308,940.286,1007,1,2.143,275.048,7.46,7.989,0.008,0.017
AUS,Oceania,Australia,2020-07-31,0.194,0.293,0.048,7.794,604.57,8.036,14.619,12.582,12.902,1586,17280,377,475.714,201,5,8,670.073,18.447,7.794,0.194,0.31,GBR,Europe,United Kingdom,303764,880,753,41236,20,14.429,4453.553,12.902,11.04,604.57,0.293,0.212,JPN,Asia,Japan,36256,1586,1055.571,1013,6,2.571,287.63,8.374,8.036,0.048,0.02
AUS,Oceania,Australia,2020-08-01,0.271,0.191,0,8.066,604.761,8.036,23.848,12.17,11.157,1534,17895,615,498.857,208,7,7.571,693.922,19.344,8.066,0.271,0.294,GBR,Europe,United Kingdom,304525,761,752.143,41249,13,14.143,4464.71,11.157,11.027,604.761,0.191,0.207,JPN,Asia,Japan,37790,1534,1160.286,1013,0,2.143,299.8,9.205,8.036,0,0.017
