iso_code,continent,location,date,new_cases_per_million,new_cases_per_million_j,new_cases_per_million_uk,new_cases_j,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,iso_code_uk,continent_uk,location_uk,total_cases_uk,new_cases_uk,new_cases_smoothed_uk,total_deaths_uk,new_deaths_uk,new_deaths_smoothed_uk,total_cases_per_million_uk,new_cases_per_million_uk,new_cases_smoothed_per_million_uk,total_deaths_per_million_uk,new_deaths_per_million_uk,new_deaths_smoothed_per_million_uk,iso_code_j,continent_j,location_j,total_cases_j,new_cases_j,new_cases_smoothed_j,total_deaths_j,new_deaths_j,new_deaths_smoothed_j,total_cases_per_million_j,new_cases_smoothed_per_million_j,total_deaths_per_million_j,new_deaths_per_million_j,new_deaths_smoothed_per_million_j
AUS,Oceania,Australia,2020-09-29,0.892,4.181,104.74,527,27078,23,15.143,886,4,3.857,1050.014,0.587,34.357,0.155,0.15,GBR,Europe,United Kingdom,446817,7144,6088,42120,71,35.286,6550.886,104.74,89.258,617.531,1.041,0.517,JPN,Asia,Japan,83003,527,461,1568,7,7,658.489,3.657,12.439,0.056,0.056
AUS,Oceania,Australia,2020-09-30,0.698,4.57,104.256,576,27096,18,16.571,888,2,3.857,1050.712,0.643,34.434,0.078,0.15,GBR,Europe,United Kingdom,453928,7111,6221,42191,71,40.143,6655.142,104.256,91.207,618.572,1.041,0.589,JPN,Asia,Japan,83579,576,512,1575,7,7.143,663.058,4.062,12.495,0.056,0.057
AUS,Oceania,Australia,2020-10-01,0.504,5.022,101.426,633,27109,13,15.571,890,2,3,1051.217,0.604,34.512,0.078,0.116,GBR,Europe,United Kingdom,460846,6918,6261.286,42250,59,42.857,6756.568,101.426,91.798,619.437,0.865,0.628,JPN,Asia,Japan,84212,633,533.571,1583,8,6.571,668.08,4.233,12.558,0.063,0.052
AUS,Oceania,Australia,2020-10-02,0.465,4.3,102.247,542,27121,12,15,893,3,3.286,1051.682,0.582,34.628,0.116,0.127,GBR,Europe,United Kingdom,467820,6974,6275.714,42316,66,47.429,6858.815,102.247,92.01,620.404,0.968,0.695,JPN,Asia,Japan,84754,542,529.143,1593,10,7,672.38,4.198,12.638,0.079,0.056
AUS,Oceania,Australia,2020-10-03,0.543,4.554,188.705,574,27135,14,13.571,894,1,3.143,1052.225,0.526,34.667,0.039,0.122,GBR,Europe,United Kingdom,480691,12871,7251.429,42365,49,49.429,7047.52,188.705,106.315,621.123,0.718,0.725,JPN,Asia,Japan,85328,574,519.857,1599,6,7.429,676.933,4.124,12.685,0.048,0.059
AUS,Oceania,Australia,2020-10-04,0.504,3.173,336.695,400,27148,13,14.857,894,0,2.714,1052.729,0.576,34.667,0,0.105,GBR,Europe,United Kingdom,503656,22965,9718.286,42398,33,51.714,7384.215,336.695,142.482,621.607,0.484,0.758,JPN,Asia,Japan,85728,400,507.714,1600,1,7.143,680.107,4.028,12.693,0.008,0.057
AUS,Oceania,Australia,2020-10-05,0.969,2.213,184.658,279,27173,25,16.857,895,1,1.857,1053.698,0.654,34.706,0.039,0.072,GBR,Europe,United Kingdom,516251,12595,10939.714,42417,19,52.571,7568.873,184.658,160.39,621.885,0.279,0.771,JPN,Asia,Japan,86007,279,504.429,1604,4,6.143,682.32,4.002,12.725,0.032,0.049
AUS,Oceania,Australia,2020-10-06,0.31,3.967,213.262,500,27181,8,14.714,897,2,1.571,1054.009,0.571,34.783,0.078,0.061,GBR,Europe,United Kingdom,530797,14546,11997.143,42493,76,53.286,7782.135,213.262,175.893,623,1.114,0.781,JPN,Asia,Japan,86507,500,500.571,1611,7,6.143,686.287,3.971,12.781,0.056,0.049
AUS,Oceania,Australia,2020-10-07,0.969,4.014,207.72,506,27206,25,15.714,897,0,1.286,1054.978,0.609,34.783,0,0.05,GBR,Europe,United Kingdom,544965,14168,13005.286,42563,70,53.143,7989.856,207.72,190.673,624.026,1.026,0.779,JPN,Asia,Japan,87013,506,490.571,1616,5,5.857,690.301,3.892,12.82,0.04,0.046
AUS,Oceania,Australia,2020-10-08,0.776,4.974,257.231,627,27226,20,16.714,897,0,1,1055.753,0.648,34.783,0,0.039,GBR,Europe,United Kingdom,562510,17545,14523.429,42640,77,55.714,8247.087,257.231,212.931,625.155,1.129,0.817,JPN,Asia,Japan,87640,627,489.714,1619,3,5.143,695.275,3.885,12.844,0.024,0.041
AUS,Oceania,Australia,2020-10-09,0.698,4.784,203.322,603,27244,18,17.571,897,0,0.571,1056.451,0.681,34.783,0,0.022,GBR,Europe,United Kingdom,576378,13868,15508.286,42727,87,58.714,8450.409,203.322,227.371,626.43,1.276,0.861,JPN,Asia,Japan,88243,603,498.429,1625,6,4.571,700.059,3.954,12.892,0.048,0.036
AUS,Oceania,Australia,2020-10-10,0.737,5.379,222.367,678,27263,19,18.286,898,1,0.571,1057.188,0.709,34.822,0.039,0.022,GBR,Europe,United Kingdom,591545,15167,15836.286,42808,81,63.286,8672.776,222.367,232.179,627.618,1.188,0.928,JPN,Asia,Japan,88921,678,513.286,1628,3,4.143,705.438,4.072,12.915,0.024,0.033
AUS,Oceania,Australia,2020-10-11,0.853,3.459,188.851,436,27285,22,19.571,898,0,0.571,1058.041,0.759,34.822,0,0.022,GBR,Europe,United Kingdom,604426,12881,14395.714,42873,65,67.857,8861.627,188.851,211.059,628.571,0.953,0.995,JPN,Asia,Japan,89357,436,518.429,1630,2,4.286,708.897,4.113,12.931,0.016,0.034
AUS,Oceania,Australia,2020-10-12,0.969,2.205,204.993,278,27310,25,19.571,899,1,0.571,1059.011,0.759,34.861,0.039,0.022,GBR,Europe,United Kingdom,618408,13982,14593.857,42923,50,72.286,9066.62,204.993,213.964,629.304,0.733,1.06,JPN,Asia,Japan,89635,278,518.286,1634,4,4.286,711.102,4.112,12.963,0.032,0.034
AUS,Oceania,Australia,2020-10-13,1.047,3.951,252.686,498,27337,27,22.286,904,5,1,1060.058,0.864,35.055,0.194,0.039,GBR,Europe,United Kingdom,635643,17235,14978,43066,143,81.857,9319.306,252.686,219.596,631.4,2.097,1.2,JPN,Asia,Japan,90133,498,518,1638,4,3.857,715.053,4.109,12.995,0.032,0.031
AUS,Oceania,Australia,2020-10-14,0.776,4.379,289.398,552,27357,20,21.571,904,0,1,1060.833,0.836,35.055,0,0.039,GBR,Europe,United Kingdom,655382,19739,15773.857,43203,137,91.429,9608.704,289.398,231.264,633.409,2.009,1.34,JPN,Asia,Japan,90685,552,524.571,1647,9,4.429,719.432,4.162,13.066,0.071,0.035
AUS,Oceania,Australia,2020-10-15,0.543,5.617,278.314,708,27371,14,20.714,904,0,1,1061.376,0.803,35.055,0,0.039,GBR,Europe,United Kingdom,674365,18983,15979.286,43341,138,100.143,9887.019,278.314,234.276,635.432,2.023,1.468,JPN,Asia,Japan,91393,708,536.143,1650,3,4.429,725.049,4.253,13.09,0.024,0.035
AUS,Oceania,Australia,2020-10-16,0.271,5.069,229.243,639,27378,7,19.143,904,0,1,1061.648,0.742,35.055,0,0.039,GBR,Europe,United Kingdom,690001,15636,16231.857,43477,136,107.143,10116.261,229.243,237.979,637.426,1.994,1.571,JPN,Asia,Japan,92032,639,541.286,1665,15,5.714,730.118,4.294,13.209,0.119,0.045
AUS,Oceania,Australia,2020-10-17,0.465,4.942,237.116,623,27390,12,18.143,904,0,0.857,1062.113,0.704,35.055,0,0.033,GBR,Europe,United Kingdom,706174,16173,16375.571,43627,150,117,10353.378,237.116,240.086,639.625,2.199,1.715,JPN,Asia,Japan,92655,623,533.429,1671,6,6.143,735.061,4.232,13.257,0.048,0.049
AUS,Oceania,Australia,2020-10-18,0.349,3.411,248.962,430,27399,9,16.286,905,1,1,1062.462,0.632,35.094,0.039,0.039,GBR,Europe,United Kingdom,723155,16981,16961.286,43694,67,117.286,10602.34,248.962,248.673,640.608,0.982,1.72,JPN,Asia,Japan,93085,430,532.571,1675,4,6.429,738.472,4.225,13.288,0.032,0.051
AUS,Oceania,Australia,2020-10-19,0.233,2.507,275.822,316,27405,6,13.571,905,0,0.857,1062.695,0.526,35.094,0,0.033,GBR,Europe,United Kingdom,741968,18813,17651.429,43774,80,121.571,10878.161,275.822,258.792,641.781,1.173,1.782,JPN,Asia,Japan,93401,316,538,1677,2,6.143,740.979,4.268,13.304,0.016,0.049
AUS,Oceania,Australia,2020-10-20,1.474,3.816,312.827,481,27443,38,15.143,905,0,0.143,1064.168,0.587,35.094,0,0.006,GBR,Europe,United Kingdom,763305,21337,18237.429,44015,241,135.571,11190.988,312.827,267.383,645.314,3.533,1.988,JPN,Asia,Japan,93882,481,535.571,1680,3,6,744.795,4.249,13.328,0.024,0.048
AUS,Oceania,Australia,2020-10-21,0.582,4.879,391.337,615,27458,15,14.429,905,0,0.143,1064.75,0.56,35.094,0,0.006,GBR,Europe,United Kingdom,789997,26692,19230.714,44206,191,143.286,11582.326,391.337,281.946,648.114,2.8,2.101,JPN,Asia,Japan,94497,615,544.571,1687,7,5.714,749.674,4.32,13.383,0.056,0.045
AUS,Oceania,Australia,2020-10-22,0.698,4.887,311.478,616,27476,18,15,905,0,0.143,1065.448,0.582,35.094,0,0.006,GBR,Europe,United Kingdom,811242,21245,19553.857,44395,189,150.571,11893.803,311.478,286.684,650.885,2.771,2.208,JPN,Asia,Japan,95113,616,531.429,1698,11,6.857,754.561,4.216,13.471,0.087,0.054
AUS,Oceania,Australia,2020-10-23,0.737,5.91,301.127,745,27495,19,16.714,905,0,0.143,1066.185,0.648,35.094,0,0.006,GBR,Europe,United Kingdom,831781,20539,20254.286,44619,224,163.143,12194.93,301.127,296.953,654.169,3.284,2.392,JPN,Asia,Japan,95858,745,546.571,1710,12,6.429,760.471,4.336,13.566,0.095,0.051
AUS,Oceania,Australia,2020-10-24,0.698,5.76,337.516,726,27513,18,17.571,905,0,0.143,1066.883,0.681,35.094,0,0.006,GBR,Europe,United Kingdom,854802,23021,21232.571,44793,174,166.571,12532.446,337.516,311.296,656.72,2.551,2.442,JPN,Asia,Japan,96584,726,561.286,1714,4,6.143,766.231,4.453,13.598,0.032,0.049
AUS,Oceania,Australia,2020-10-25,0.465,3.911,290.248,493,27525,12,18,905,0,0,1067.348,0.698,35.094,0,0,GBR,Europe,United Kingdom,874599,19797,21634.857,44944,151,178.571,12822.695,290.248,317.194,658.934,2.214,2.618,JPN,Asia,Japan,97077,493,570.286,1720,6,6.429,770.142,4.524,13.645,0.048,0.051
AUS,Oceania,Australia,2020-10-26,0.543,3.253,306.361,410,27539,14,19.143,905,0,0,1067.891,0.742,35.094,0,0,GBR,Europe,United Kingdom,895495,20896,21932.429,45046,102,181.714,13129.056,306.361,321.556,660.43,1.495,2.664,JPN,Asia,Japan,97487,410,583.714,1728,8,7.286,773.395,4.631,13.709,0.063,0.058
AUS,Oceania,Australia,2020-10-27,0.543,5.125,335.61,646,27553,14,15.714,907,2,0.286,1068.434,0.609,35.171,0.078,0.011,GBR,Europe,United Kingdom,918386,22891,22154.429,45413,367,199.714,13464.666,335.61,324.811,665.81,5.381,2.928,JPN,Asia,Japan,98133,646,607.286,1733,5,7.571,778.519,4.818,13.748,0.04,0.06
AUS,Oceania,Australia,2020-10-28,0.465,5.799,362.294,731,27565,12,15.286,907,0,0.286,1068.899,0.593,35.171,0,0.011,GBR,Europe,United Kingdom,943097,24711,21871.429,45723,310,216.714,13826.959,362.294,320.662,670.355,4.545,3.177,JPN,Asia,Japan,98864,731,623.857,1738,5,7.286,784.319,4.949,13.788,0.04,0.058
AUS,Oceania,Australia,2020-10-29,0.543,6.41,338.235,808,27579,14,14.714,907,0,0.286,1069.442,0.571,35.171,0,0.011,GBR,Europe,United Kingdom,966167,23070,22132.143,46003,280,229.714,14165.194,338.235,324.484,674.46,4.105,3.368,JPN,Asia,Japan,99672,808,651.286,1748,10,7.143,790.729,5.167,13.867,0.079,0.057
AUS,Oceania,Australia,2020-10-30,0.233,6.14,357.881,774,27585,6,12.857,907,0,0.286,1069.675,0.499,35.171,0,0.011,GBR,Europe,United Kingdom,990577,24410,22685.143,46277,274,236.857,14523.075,357.881,332.592,678.478,4.017,3.473,JPN,Asia,Japan,100446,774,655.429,1756,8,6.571,796.869,5.2,13.931,0.063,0.052
AUS,Oceania,Australia,2020-10-31,0.388,6.958,321.33,877,27595,10,11.714,907,0,0.286,1070.062,0.454,35.171,0,0.011,GBR,Europe,United Kingdom,1012494,21917,22527.429,46603,326,258.571,14844.405,321.33,330.28,683.257,4.78,3.791,JPN,Asia,Japan,101323,877,677,1770,14,8,803.827,5.371,14.042,0.111,0.063
AUS,Oceania,Australia,2020-11-01,0.233,4.863,341.035,613,27601,6,10.857,907,0,0.286,1070.295,0.421,35.171,0,0.011,GBR,Europe,United Kingdom,1035755,23261,23022.286,46765,162,260.143,15185.439,341.035,337.535,685.632,2.375,3.814,JPN,Asia,Japan,101936,613,694.143,1776,6,8,808.69,5.507,14.09,0.048,0.063
AUS,Oceania,Australia,2020-11-02,0.349,3.864,277.977,487,27610,9,10.143,907,0,0.286,1070.644,0.393,35.171,0,0.011,GBR,Europe,United Kingdom,1054715,18960,22745.714,46901,136,265,15463.416,277.977,333.48,687.626,1.994,3.885,JPN,Asia,Japan,102423,487,705.143,1788,12,8.571,812.553,5.594,14.185,0.095,0.068
AUS,Oceania,Australia,2020-11-03,0.465,6.862,293.547,865,27622,12,9.857,907,0,0,1071.109,0.382,35.171,0,0,GBR,Europe,United Kingdom,1074737,20022,22335.857,47298,397,269.286,15756.963,293.547,327.471,693.447,5.821,3.948,JPN,Asia,Japan,103288,865,736.429,1795,7,8.857,819.416,5.842,14.24,0.056,0.07
AUS,Oceania,Australia,2020-11-04,0.31,4.95,369.272,624,27630,8,9.286,907,0,0,1071.42,0.36,35.171,0,0,GBR,Europe,United Kingdom,1099924,25187,22403.857,47790,492,295.286,16126.236,369.272,328.468,700.66,7.213,4.329,JPN,Asia,Japan,103912,624,721.143,1799,4,8.714,824.366,5.721,14.272,0.032,0.069
AUS,Oceania,Australia,2020-11-05,0.543,8.314,354.098,1048,27644,14,9.286,907,0,0,1071.962,0.36,35.171,0,0,GBR,Europe,United Kingdom,1124076,24152,22558.429,48168,378,309.286,16480.334,354.098,330.734,706.202,5.542,4.535,JPN,Asia,Japan,104960,1048,755.429,1808,9,8.571,832.68,5.993,14.343,0.071,0.068
AUS,Oceania,Australia,2020-11-06,0.31,9.068,341.607,1143,27652,8,9.571,907,0,0,1072.273,0.371,35.171,0,0,GBR,Europe,United Kingdom,1147376,23300,22399.857,48523,355,320.857,16821.94,341.607,328.409,711.407,5.205,4.704,JPN,Asia,Japan,106103,1143,808.143,1812,4,8,841.748,6.411,14.375,0.032,0.063
AUS,Oceania,Australia,2020-11-07,0.233,10.575,366.179,1333,27658,6,9,907,0,0,1072.505,0.349,35.171,0,0,GBR,Europe,United Kingdom,1172352,24976,22836.857,48936,413,333.286,17188.119,366.179,334.816,717.462,6.055,4.886,JPN,Asia,Japan,107436,1333,873.286,1817,5,6.714,852.323,6.928,14.415,0.04,0.053
AUS,Oceania,Australia,2020-11-08,0.271,7.537,301.845,950,27665,7,9.143,907,0,0,1072.777,0.355,35.171,0,0,GBR,Europe,United Kingdom,1192940,20588,22455,49092,156,332.429,17489.964,301.845,329.218,719.749,2.287,4.874,JPN,Asia,Japan,108386,950,921.429,1824,7,6.857,859.86,7.31,14.47,0.056,0.054
AUS,Oceania,Australia,2020-11-09,0.155,6.188,313.134,780,27669,4,8.429,907,0,0,1072.932,0.327,35.171,0,0,GBR,Europe,United Kingdom,1214298,21358,22797.571,49286,194,340.714,17803.099,313.134,334.24,722.593,2.844,4.995,JPN,Asia,Japan,109166,780,963.286,1836,12,6.857,866.048,7.642,14.566,0.095,0.054
AUS,Oceania,Australia,2020-11-10,0.078,10.178,299.309,1283,27671,2,7,907,0,0,1073.009,0.271,35.171,0,0,GBR,Europe,United Kingdom,1234713,20415,22853.714,49818,532,360,18102.408,299.309,335.063,730.393,7.8,5.278,JPN,Asia,Japan,110449,1283,1023,1851,15,8,876.226,8.116,14.685,0.119,0.063
AUS,Oceania,Australia,2020-11-11,0.155,12.249,336.695,1544,27675,4,6.429,907,0,0,1073.165,0.249,35.171,0,0,GBR,Europe,United Kingdom,1257678,22965,22536.286,50413,595,374.714,18439.103,336.695,330.41,739.116,8.723,5.494,JPN,Asia,Japan,111993,1544,1154.429,1863,12,9.143,888.475,9.158,14.78,0.095,0.073
AUS,Oceania,Australia,2020-11-12,0.039,13.161,490.961,1659,27676,1,4.571,907,0,0,1073.203,0.177,35.171,0,0,GBR,Europe,United Kingdom,1291165,33487,23869.857,50976,563,401.143,18930.064,490.961,349.961,747.371,8.254,5.881,JPN,Asia,Japan,113652,1659,1241.714,1873,10,9.286,901.637,9.851,14.859,0.079,0.074
AUS,Oceania,Australia,2020-11-13,0.233,13.518,400.471,1704,27682,6,4.286,907,0,0,1073.436,0.166,35.171,0,0,GBR,Europe,United Kingdom,1318480,27315,24443.429,51352,376,404.143,19330.535,400.471,358.371,752.883,5.513,5.925,JPN,Asia,Japan,115356,1704,1321.857,1885,12,10.429,915.155,10.487,14.954,0.095,0.083
AUS,Oceania,Australia,2020-11-14,1.125,13.764,394.05,1735,27711,29,7.571,907,0,0,1074.561,0.294,35.171,0,0,GBR,Europe,United Kingdom,1345357,26877,24715,51814,462,411.143,19724.585,394.05,362.352,759.657,6.773,6.028,JPN,Asia,Japan,117091,1735,1379.286,1888,3,10.143,928.919,10.942,14.978,0.024,0.08
AUS,Oceania,Australia,2020-11-15,1.474,11.416,366.164,1439,27749,38,12,907,0,0,1076.034,0.465,35.171,0,0,GBR,Europe,United Kingdom,1370332,24975,25341.714,51982,168,412.857,20090.749,366.164,371.541,762.12,2.463,6.053,JPN,Asia,Japan,118530,1439,1449.143,1895,7,10.143,940.335,11.496,15.034,0.056,0.08
AUS,Oceania,Australia,2020-11-16,0.349,7.537,313.413,950,27758,9,12.714,907,0,0,1076.383,0.493,35.171,0,0,GBR,Europe,United Kingdom,1391709,21377,25344.429,52195,213,415.571,20404.162,313.413,371.58,765.243,3.123,6.093,JPN,Asia,Japan,119480,950,1473.429,1906,11,10,947.872,11.689,15.121,0.087,0.079
AUS,Oceania,Australia,2020-11-17,0.737,13.487,294.134,1700,27777,19,15.143,907,0,0,1077.12,0.587,35.171,0,0,GBR,Europe,United Kingdom,1411771,20062,25294,52793,598,425,20698.295,294.134,370.841,774.01,8.767,6.231,JPN,Asia,Japan,121180,1700,1533,1920,14,9.857,961.358,12.162,15.232,0.111,0.078
AUS,Oceania,Australia,2020-11-18,0.31,17.406,287.624,2194,27785,8,15.714,907,0,0,1077.43,0.609,35.171,0,0,GBR,Europe,United Kingdom,1431389,19618,24815.857,53322,529,415.571,20985.919,287.624,363.831,781.766,7.756,6.093,JPN,Asia,Japan,123374,2194,1625.857,1934,14,10.143,978.764,12.898,15.343,0.111,0.08
AUS,Oceania,Australia,2020-11-19,0.271,18.921,336.065,2385,27792,7,16.571,907,0,0,1077.701,0.643,35.171,0,0,GBR,Europe,United Kingdom,1454311,22922,23306.571,53823,501,406.714,21321.984,336.065,341.703,789.111,7.345,5.963,JPN,Asia,Japan,125759,2385,1729.571,1955,21,11.714,997.685,13.721,15.51,0.167,0.093
AUS,Oceania,Australia,2020-11-20,0.543,19.207,297.08,2421,27806,14,17.714,907,0,0,1078.244,0.687,35.171,0,0,GBR,Europe,United Kingdom,1474574,20263,22299.143,54334,511,426,21619.065,297.08,326.933,796.603,7.492,6.246,JPN,Asia,Japan,128180,2421,1832,1969,14,12,1016.892,14.534,15.621,0.111,0.095
AUS,Oceania,Australia,2020-11-21,0.582,20.563,291.612,2592,27821,15,15.714,907,0,0,1078.826,0.609,35.171,0,0,GBR,Europe,United Kingdom,1494464,19890,21301,54674,340,408.571,21910.676,291.612,312.299,801.588,4.985,5.99,JPN,Asia,Japan,130772,2592,1954.429,1981,12,13.286,1037.455,15.505,15.716,0.095,0.105
AUS,Oceania,Australia,2020-11-22,0.504,17.128,273.798,2159,27834,13,12.143,907,0,0,1079.33,0.471,35.171,0,0,GBR,Europe,United Kingdom,1513139,18675,20401,55072,398,441.429,22184.475,273.798,299.104,807.423,5.835,6.472,JPN,Asia,Japan,132931,2159,2057.286,1988,7,13.286,1054.583,16.321,15.771,0.056,0.105
AUS,Oceania,Australia,2020-11-23,0.349,12.043,226.633,1518,27843,9,12.143,907,0,0,1079.679,0.471,35.171,0,0,GBR,Europe,United Kingdom,1528597,15458,19555.429,55278,206,440.429,22411.108,226.633,286.707,810.443,3.02,6.457,JPN,Asia,Japan,134449,1518,2138.429,1996,8,12.857,1066.626,16.965,15.835,0.063,0.102
AUS,Oceania,Australia,2020-11-24,0.388,9.75,165.76,1229,27853,10,10.857,907,0,0,1080.067,0.421,35.171,0,0,GBR,Europe,United Kingdom,1539903,11306,18304.571,55886,608,441.857,22576.868,165.76,268.367,819.357,8.914,6.478,JPN,Asia,Japan,135678,1229,2071.143,2015,19,13.571,1076.376,16.431,15.986,0.151,0.108
AUS,Oceania,Australia,2020-11-25,0.465,15.406,267.157,1942,27865,12,11.429,907,0,0,1080.532,0.443,35.171,0,0,GBR,Europe,United Kingdom,1558125,18222,18105.143,56581,695,465.571,22844.025,267.157,265.444,829.547,10.19,6.826,JPN,Asia,Japan,137620,1942,2035.143,2036,21,14.571,1091.782,16.145,16.152,0.167,0.116
AUS,Oceania,Australia,2020-11-26,0.31,19.833,257.48,2500,27873,8,11.571,907,0,0,1080.842,0.449,35.171,0,0,GBR,Europe,United Kingdom,1575687,17562,17339.429,57079,498,465.143,23101.505,257.48,254.217,836.848,7.301,6.82,JPN,Asia,Japan,140120,2500,2051.571,2065,29,15.714,1111.615,16.276,16.382,0.23,0.125
AUS,Oceania,Australia,2020-11-27,0.504,20.079,216.59,2531,27886,13,11.429,907,0,0,1081.347,0.443,35.171,0,0,GBR,Europe,United Kingdom,1590460,14773,16555.143,57599,520,466.429,23318.096,216.59,242.719,844.472,7.624,6.838,JPN,Asia,Japan,142651,2531,2067.286,2096,31,18.143,1131.695,16.4,16.628,0.246,0.144
AUS,Oceania,Australia,2020-11-28,0.233,21.222,233.055,2675,27892,6,10.143,907,0,0,1081.579,0.393,35.171,0,0,GBR,Europe,United Kingdom,1606356,15896,15984.571,58078,479,486.286,23551.15,233.055,234.353,851.495,7.023,7.13,JPN,Asia,Japan,145326,2675,2079.143,2110,14,18.429,1152.916,16.494,16.739,0.111,0.146
AUS,Oceania,Australia,2020-11-29,0.388,16.358,178.647,2062,27902,10,9.714,908,1,0.143,1081.967,0.377,35.21,0.039,0.006,GBR,Europe,United Kingdom,1618541,12185,15057.429,58293,215,460.143,23729.797,178.647,220.76,854.647,3.152,6.746,JPN,Asia,Japan,147388,2062,2065.286,2126,16,19.714,1169.275,16.385,16.866,0.127,0.156
AUS,Oceania,Australia,2020-11-30,0.388,11.392,181.183,1436,27912,10,9.857,908,0,0.143,1082.355,0.382,35.21,0,0.006,GBR,Europe,United Kingdom,1630899,12358,14614.571,58496,203,459.714,23910.981,181.183,214.268,857.623,2.976,6.74,JPN,Asia,Japan,148824,1436,2053.571,2152,26,22.286,1180.667,16.292,17.072,0.206,0.177
AUS,Oceania,Australia,2020-12-01,0.427,16.128,197.34,2033,27923,11,10,908,0,0.143,1082.781,0.388,35.21,0,0.006,GBR,Europe,United Kingdom,1644359,13460,14922.286,59099,603,459,24108.321,197.34,218.779,866.464,8.841,6.73,JPN,Asia,Japan,150857,2033,2168.429,2193,41,25.429,1196.795,17.203,17.398,0.325,0.202
AUS,Oceania,Australia,2020-12-02,0.62,19.294,237.468,2432,27939,16,10.571,908,0,0.143,1083.402,0.41,35.21,0,0.006,GBR,Europe,United Kingdom,1660556,16197,14633,59747,648,452.286,24345.789,237.468,214.538,875.964,9.5,6.631,JPN,Asia,Japan,153289,2432,2238.429,2225,32,27,1216.089,17.758,17.652,0.254,0.214
AUS,Oceania,Australia,2020-12-03,0.388,19.968,218.643,2517,27949,10,10.857,908,0,0.143,1083.79,0.421,35.21,0,0.006,GBR,Europe,United Kingdom,1675469,14913,14254.571,60161,414,440.286,24564.432,218.643,208.99,882.034,6.07,6.455,JPN,Asia,Japan,155806,2517,2240.857,2261,36,28,1236.057,17.777,17.937,0.286,0.222
AUS,Oceania,Australia,2020-12-04,0.271,19.452,239.931,2452,27956,7,10,908,0,0.143,1084.061,0.388,35.21,0,0.006,GBR,Europe,United Kingdom,1691834,16365,14482,60665,504,438,24804.363,239.931,212.324,889.423,7.389,6.422,JPN,Asia,Japan,158258,2452,2229.571,2306,45,30,1255.51,17.688,18.294,0.357,0.238
AUS,Oceania,Australia,2020-12-05,0.349,19.897,228.7,2508,27965,9,10.429,908,0,0.143,1084.41,0.404,35.21,0,0.006,GBR,Europe,United Kingdom,1707433,15599,14439.571,61062,397,426.286,25033.063,228.7,211.702,895.244,5.821,6.25,JPN,Asia,Japan,160766,2508,2205.714,2328,22,31.143,1275.406,17.499,18.469,0.175,0.247
AUS,Oceania,Australia,2020-12-06,0.271,16.168,254.211,2038,27972,7,10,908,0,0,1084.681,0.388,35.21,0,0,GBR,Europe,United Kingdom,1724772,17339,15175.857,61293,231,428.571,25287.274,254.211,222.497,898.631,3.387,6.283,JPN,Asia,Japan,162804,2038,2202.286,2359,31,33.286,1291.575,17.471,18.715,0.246,0.264
AUS,Oceania,Australia,2020-12-07,0.582,12.146,216.121,1531,27987,15,10.714,908,0,0,1085.263,0.415,35.21,0,0,GBR,Europe,United Kingdom,1739513,14741,15516.286,61482,189,426.571,25503.395,216.121,227.488,901.402,2.771,6.254,JPN,Asia,Japan,164335,1531,2215.857,2398,39,35.143,1303.72,17.579,19.024,0.309,0.279
AUS,Oceania,Australia,2020-12-08,0.233,17.263,181.55,2176,27993,6,10,908,0,0,1085.496,0.388,35.21,0,0,GBR,Europe,United Kingdom,1751896,12383,15362.429,62081,599,426,25684.945,181.55,225.232,910.184,8.782,6.246,JPN,Asia,Japan,166511,2176,2236.286,2445,47,36,1320.983,17.741,19.397,0.373,0.286
AUS,Oceania,Australia,2020-12-09,0.271,22.293,243.45,2810,28000,7,8.714,908,0,0,1085.767,0.338,35.21,0,0,GBR,Europe,United Kingdom,1768501,16605,15420.714,62614,533,409.571,25928.395,243.45,226.087,917.998,7.814,6.005,JPN,Asia,Japan,169321,2810,2290.286,2487,42,37.429,1343.276,18.17,19.73,0.333,0.297
AUS,Oceania,Australia,2020-12-10,0.427,23.554,308.384,2969,28011,11,8.857,908,0,0,1086.194,0.343,35.21,0,0,GBR,Europe,United Kingdom,1789535,21034,16295.143,63130,516,424.143,26236.779,308.384,238.907,925.563,7.565,6.218,JPN,Asia,Japan,172290,2969,2354.857,2513,26,36,1366.83,18.682,19.936,0.206,0.286
AUS,Oceania,Australia,2020-12-11,0.543,22.174,318.574,2795,28025,14,9.857,908,0,0,1086.737,0.382,35.21,0,0,GBR,Europe,United Kingdom,1811264,21729,17061.429,63554,424,412.714,26555.353,318.574,250.141,931.78,6.216,6.051,JPN,Asia,Japan,175085,2795,2403.857,2554,41,35.429,1389.004,19.071,20.262,0.325,0.281
AUS,Oceania,Australia,2020-12-12,0.194,24.093,315.847,3037,28030,5,9.286,908,0,0,1086.931,0.36,35.21,0,0,GBR,Europe,United Kingdom,1832807,21543,17910.571,64074,520,430.286,26871.2,315.847,262.591,939.403,7.624,6.309,JPN,Asia,Japan,178122,3037,2479.429,2582,28,36.286,1413.097,19.67,20.484,0.222,0.288
