iso_code,continent,location,date,new_cases_per_million,new_cases_per_million_j,new_cases_per_million_uk,new_cases_j,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,iso_code_uk,continent_uk,location_uk,total_cases_uk,new_cases_uk,new_cases_smoothed_uk,total_deaths_uk,new_deaths_uk,new_deaths_smoothed_uk,total_cases_per_million_uk,new_cases_per_million_uk,new_cases_smoothed_per_million_uk,total_deaths_per_million_uk,new_deaths_per_million_uk,new_deaths_smoothed_per_million_uk,iso_code_j,continent_j,location_j,total_cases_j,new_cases_j,new_cases_smoothed_j,total_deaths_j,new_deaths_j,new_deaths_smoothed_j,total_cases_per_million_j,new_cases_smoothed_per_million_j,total_deaths_per_million_j,new_deaths_per_million_j,new_deaths_smoothed_per_million_j
AUS,Oceania,Australia,2021-07-15,4.382,27.116,705.161,3418,31626,113,96.429,912,0,0.286,1226.374,3.739,35.365,0,0.011,GBR,Europe,United Kingdom,5287198,48097,37054.571,128679,63,36.714,77516.812,705.161,543.265,1886.592,0.924,0.538,JPN,Asia,Japan,830870,3418,2466.143,15019,22,14.286,6591.549,19.565,119.15,0.175,0.113
AUS,Oceania,Australia,2021-07-16,5.623,27.235,755.874,3433,31771,145,108,913,1,0.429,1231.997,4.188,35.404,0.039,0.017,GBR,Europe,United Kingdom,5338754,51556,39370.857,128728,49,39.571,78272.686,755.874,577.225,1887.31,0.718,0.58,JPN,Asia,Japan,834303,3433,2631.429,15029,10,12.857,6618.784,20.876,119.23,0.079,0.102
AUS,Oceania,Australia,2021-07-17,4.964,30.829,794.404,3886,31899,128,114.143,914,1,0.429,1236.96,4.426,35.443,0.039,0.017,GBR,Europe,United Kingdom,5392938,54184,42543.857,128769,41,40.571,79067.09,794.404,623.745,1887.912,0.601,0.595,JPN,Asia,Japan,838189,3886,2835.429,15045,16,13.571,6649.613,22.494,119.357,0.127,0.108
AUS,Oceania,Australia,2021-07-18,4.537,24.601,704.179,3101,32016,117,113.571,914,0,0.429,1241.497,4.404,35.443,0,0.017,GBR,Europe,United Kingdom,5440968,48030,44903.571,128794,25,40.429,79771.268,704.179,658.341,1888.278,0.367,0.593,JPN,Asia,Japan,841290,3101,2988.429,15049,4,13.286,6674.214,23.708,119.388,0.032,0.105
AUS,Oceania,Australia,2021-07-19,4.033,18.469,582.505,2328,32120,104,113.857,915,1,0.429,1245.53,4.415,35.481,0.039,0.017,GBR,Europe,United Kingdom,5480699,39731,45703,128813,19,42.286,80353.774,582.505,670.062,1888.557,0.279,0.62,JPN,Asia,Japan,843618,2328,3106,15061,12,14.571,6692.683,24.641,119.484,0.095,0.116
AUS,Oceania,Australia,2021-07-20,5.662,29.821,679.812,3759,32266,146,119.571,915,0,0.429,1251.192,4.637,35.481,0,0.017,GBR,Europe,United Kingdom,5527067,46368,47135.143,128909,96,48.857,81033.585,679.812,691.059,1889.964,1.407,0.716,JPN,Asia,Japan,847377,3759,3302.429,15081,20,14.857,6722.504,26.199,119.642,0.159,0.118
AUS,Oceania,Australia,2021-07-21,6.204,39.262,640.857,4949,32426,160,130.429,915,0,0.429,1257.396,5.058,35.481,0,0.017,GBR,Europe,United Kingdom,5570778,43711,47382.429,128982,73,52.286,81674.442,640.857,694.685,1891.034,1.07,0.767,JPN,Asia,Japan,852326,4949,3553.429,15101,20,14.857,6761.766,28.19,119.801,0.159,0.118
AUS,Oceania,Australia,2021-07-22,6.049,42.832,579.866,5399,32582,156,136.571,916,1,0.571,1263.445,5.296,35.52,0.039,0.022,GBR,Europe,United Kingdom,5610329,39551,46161.571,129066,84,55.286,82254.309,579.866,676.785,1892.266,1.232,0.811,JPN,Asia,Japan,857725,5399,3836.429,15107,6,12.571,6804.598,30.436,119.849,0.048,0.1
AUS,Oceania,Australia,2021-07-23,6.631,33.59,526.133,4234,32753,171,140.286,916,0,0.429,1270.076,5.44,35.52,0,0.017,GBR,Europe,United Kingdom,5646215,35886,43923,129130,64,57.429,82780.441,526.133,643.965,1893.204,0.938,0.842,JPN,Asia,Japan,861959,4234,3950.857,15115,8,12.286,6838.188,31.343,119.912,0.063,0.097
AUS,Oceania,Australia,2021-07-24,6.398,28.512,461.403,3594,32918,165,145.571,918,2,0.571,1276.474,5.645,35.598,0.078,0.022,GBR,Europe,United Kingdom,5677686,31471,40678.286,129216,86,63.857,83241.845,461.403,596.394,1894.465,1.261,0.936,JPN,Asia,Japan,865553,3594,3909.143,15123,8,11.143,6866.7,31.012,119.975,0.063,0.088
AUS,Oceania,Australia,2021-07-25,6.359,39.976,422.243,5039,33082,164,152.286,918,0,0.571,1282.834,5.905,35.598,0,0.022,GBR,Europe,United Kingdom,5706486,28800,37931.143,129244,28,64.286,83664.088,422.243,556.117,1894.876,0.411,0.943,JPN,Asia,Japan,870592,5039,4186,15127,4,11.143,6906.676,33.209,120.007,0.032,0.088
AUS,Oceania,Australia,2021-07-26,7.135,37.358,359.244,4709,33266,184,163.714,922,4,1,1289.969,6.348,35.753,0.155,0.039,GBR,Europe,United Kingdom,5730989,24503,35755.714,129258,14,63.571,84023.332,359.244,524.223,1895.081,0.205,0.932,JPN,Asia,Japan,875301,4709,4526.143,15139,12,11.143,6944.034,35.907,120.102,0.095,0.088
AUS,Oceania,Australia,2021-07-27,8.027,60.848,342.046,7670,33473,207,172.429,921,,,1297.996,6.686,35.714,,,GBR,Europe,United Kingdom,5754319,23330,32464.571,129389,131,68.571,84365.379,342.046,475.97,1897.002,1.921,1.005,JPN,Asia,Japan,882971,7670,5084.857,15151,12,10,7004.882,40.34,120.198,0.095,0.079
AUS,Oceania,Australia,2021-07-28,9.811,76.382,374.33,9628,33726,253,185.714,923,2,1.286,1307.807,7.202,35.792,0.078,0.05,GBR,Europe,United Kingdom,5779851,25532,29867.571,129516,127,76.286,84739.709,374.33,437.895,1898.864,1.862,1.118,JPN,Asia,Japan,892599,9628,5753.286,15159,8,8.286,7081.264,45.643,120.261,0.063,0.066
AUS,Oceania,Australia,2021-07-29,7.096,85.299,450.759,10752,33909,183,189.571,923,0,1.143,1314.903,7.351,35.792,0,0.044,GBR,Europe,United Kingdom,5810596,30745,28609.571,129601,85,76.429,85190.469,450.759,419.451,1900.11,1.246,1.121,JPN,Asia,Japan,903351,10752,6518,15173,14,9.429,7166.563,51.709,120.372,0.111,0.075
AUS,Oceania,Australia,2021-07-30,8.57,85.926,429.618,10831,34130,221,196.714,924,1,1.286,1323.473,7.628,35.83,0.039,0.05,GBR,Europe,United Kingdom,5839899,29303,27669.143,129669,68,77,85620.086,429.618,405.664,1901.107,0.997,1.129,JPN,Asia,Japan,914182,10831,7460.429,15182,9,9.571,7252.489,59.186,120.444,0.071,0.076
AUS,Oceania,Australia,2021-07-31,9.811,98.548,378.743,12422,34383,253,209.286,924,0,1,1333.283,8.116,35.83,0,0.039,GBR,Europe,United Kingdom,5865732,25833,26863.714,129740,71,74.857,85998.83,378.743,393.855,1902.148,1.041,1.097,JPN,Asia,Japan,926604,12422,8721.571,15191,9,9.714,7351.036,69.191,120.515,0.071,0.077
AUS,Oceania,Australia,2021-08-01,8.88,81.301,354.772,10248,34612,229,218.571,925,1,1.143,1342.163,8.476,35.869,0.039,0.044,GBR,Europe,United Kingdom,5889930,24198,26206.286,129805,65,80.143,86353.602,354.772,384.216,1903.101,0.953,1.175,JPN,Asia,Japan,936852,10248,9465.714,15196,5,9.857,7432.337,75.094,120.555,0.04,0.078
AUS,Oceania,Australia,2021-08-02,8.686,67.259,319.058,8478,34836,224,224.286,925,0,0.571,1350.849,8.697,35.869,0,0.022,GBR,Europe,United Kingdom,5911692,21762,25814.714,129829,24,81.571,86672.66,319.058,378.475,1903.452,0.352,1.196,JPN,Asia,Japan,945330,8478,10004.143,15207,11,9.714,7499.596,79.366,120.642,0.087,0.077
AUS,Oceania,Australia,2021-08-03,9.811,96.001,315.524,12101,35089,253,230.857,927,2,0.857,1360.66,8.952,35.947,0.078,0.033,GBR,Europe,United Kingdom,5933213,21521,25556.286,129968,139,82.714,86988.184,315.524,374.687,1905.49,2.038,1.213,JPN,Asia,Japan,957431,12101,10637.143,15217,10,9.429,7595.597,84.388,120.721,0.079,0.075
AUS,Oceania,Australia,2021-08-04,11.711,113.542,425.073,14312,35391,302,237.857,932,5,1.286,1372.371,9.223,36.141,0.194,0.05,GBR,Europe,United Kingdom,5962206,28993,26050.714,130088,120,81.714,87413.257,425.073,381.935,1907.25,1.759,1.198,JPN,Asia,Japan,971743,14312,11306.286,15231,14,10.286,7709.138,89.696,120.832,0.111,0.082
AUS,Oceania,Australia,2021-08-05,11.905,121.515,438.283,15317,35698,307,255.571,933,1,1.429,1384.276,9.91,36.179,0.039,0.055,GBR,Europe,United Kingdom,5992100,29894,25929.143,130175,87,82,87851.54,438.283,380.153,1908.525,1.276,1.202,JPN,Asia,Japan,987060,15317,11958.429,15239,8,9.429,7830.653,94.87,120.896,0.063,0.075
AUS,Oceania,Australia,2021-08-06,13.688,125.402,461.565,15807,36051,353,274.429,939,6,2.143,1397.964,10.642,36.412,0.233,0.083,GBR,Europe,United Kingdom,6023582,31482,26240.429,130268,93,85.571,88313.105,461.565,384.717,1909.889,1.363,1.255,JPN,Asia,Japan,1002867,15807,12669.286,15259,20,11,7956.054,100.509,121.054,0.159,0.087
AUS,Oceania,Australia,2021-08-07,10.741,125.513,414.444,15821,36328,277,277.857,938,,,1408.705,10.775,36.373,,,GBR,Europe,United Kingdom,6051850,28268,26588.286,130372,104,90.286,88727.548,414.444,389.817,1911.414,1.525,1.324,JPN,Asia,Japan,1018688,15821,13154.857,15273,14,11.714,8081.567,104.362,121.165,0.111,0.093
AUS,Oceania,Australia,2021-08-08,11.711,115.239,397.92,14526,36630,302,288.286,939,1,2.143,1420.416,11.179,36.412,0.039,0.083,GBR,Europe,United Kingdom,6078991,27141,27008.714,130411,39,86.571,89125.469,397.92,395.981,1911.985,0.572,1.269,JPN,Asia,Japan,1033214,14526,13766,15282,9,12.286,8196.807,109.21,121.237,0.071,0.097
AUS,Oceania,Australia,2021-08-09,14.735,96.612,365.372,12178,37010,380,310.571,943,4,2.714,1435.152,12.043,36.567,0.155,0.105,GBR,Europe,United Kingdom,6103912,24921,27460,130448,37,88.429,89490.841,365.372,402.597,1912.528,0.542,1.296,JPN,Asia,Japan,1045392,12178,14294.571,15294,12,12.429,8293.418,113.403,121.332,0.095,0.099
AUS,Oceania,Australia,2021-08-10,14.231,85.148,341.812,10733,37377,367,326.857,945,2,2.714,1449.383,12.675,36.645,0.078,0.105,GBR,Europe,United Kingdom,6127226,23314,27716.143,130594,146,89.429,89832.653,341.812,406.353,1914.668,2.141,1.311,JPN,Asia,Japan,1056125,10733,14099.143,15313,19,13.714,8378.567,111.853,121.483,0.151,0.109
AUS,Oceania,Australia,2021-08-11,14.425,127.155,429.633,16028,37749,372,336.857,947,2,2.286,1463.808,13.062,36.722,0.078,0.089,GBR,Europe,United Kingdom,6156530,29304,27760.571,130698,104,87.143,90262.286,429.633,407.004,1916.193,1.525,1.278,JPN,Asia,Japan,1072153,16028,14344.286,15333,20,14.571,8505.722,113.798,121.641,0.159,0.116
AUS,Oceania,Australia,2021-08-12,16.131,151.003,480.155,19034,38165,416,352.429,949,2,2.429,1479.939,13.666,36.8,0.078,0.094,GBR,Europe,United Kingdom,6189280,32750,28168.571,130792,94,88.143,90742.441,480.155,412.986,1917.571,1.378,1.292,JPN,Asia,Japan,1091187,19034,14875.286,15357,24,16.857,8656.724,118.01,121.832,0.19,0.134
AUS,Oceania,Australia,2021-08-13,19.117,162.601,475.082,20496,38658,493,372.429,953,4,2.143,1499.057,14.442,36.955,0.155,0.083,GBR,Europe,United Kingdom,6221684,32404,28300.286,130892,100,89.143,91217.523,475.082,414.917,1919.037,1.466,1.307,JPN,Asia,Japan,1111683,20496,15545.143,15382,25,17.571,8819.326,123.324,122.03,0.198,0.139
AUS,Oceania,Australia,2021-08-14,17.023,161.07,428.196,20303,39097,439,395.571,958,5,2.857,1516.08,15.339,37.149,0.194,0.111,GBR,Europe,United Kingdom,6250890,29206,28434.286,130986,94,87.714,91645.719,428.196,416.882,1920.416,1.378,1.286,JPN,Asia,Japan,1131986,20303,16185.429,15400,18,18.143,8980.395,128.404,122.173,0.143,0.144
AUS,Oceania,Australia,2021-08-15,20.087,141.911,388.112,17888,39615,518,426.429,966,8,3.857,1536.167,16.536,37.459,0.31,0.15,GBR,Europe,United Kingdom,6277362,26472,28338.714,131045,59,90.571,92033.831,388.112,415.48,1921.281,0.865,1.328,JPN,Asia,Japan,1149874,17888,16665.714,15410,10,18.286,9122.307,132.214,122.252,0.079,0.145
AUS,Oceania,Australia,2021-08-16,18.691,119.055,413.784,15007,40097,482,441,967,1,3.429,1554.857,17.101,37.498,0.039,0.133,GBR,Europe,United Kingdom,6305585,28223,28810.429,131071,26,89,92447.615,413.784,422.396,1921.662,0.381,1.305,JPN,Asia,Japan,1164881,15007,17069.857,15437,27,20.429,9241.362,135.42,122.467,0.214,0.162
AUS,Oceania,Australia,2021-08-17,26.252,159.499,390.854,20105,40774,677,485.286,970,3,3.571,1581.11,18.818,37.614,0.116,0.138,GBR,Europe,United Kingdom,6332244,26659,29288.286,131241,170,92.429,92838.468,390.854,429.402,1924.154,2.492,1.355,JPN,Asia,Japan,1184986,20105,18408.714,15484,47,24.429,9400.861,146.042,122.839,0.373,0.194
AUS,Oceania,Australia,2021-08-18,28.967,191.161,494.083,24096,41521,747,538.857,972,2,3.571,1610.076,20.895,37.692,0.078,0.138,GBR,Europe,United Kingdom,6365944,33700,29916.286,131352,111,93.429,93332.552,494.083,438.609,1925.782,1.627,1.37,JPN,Asia,Japan,1209082,24096,19561.286,15514,30,25.857,9592.022,155.186,123.077,0.238,0.205
AUS,Oceania,Australia,2021-08-19,27.416,201.038,532.628,25341,42228,707,580.429,976,4,3.857,1637.492,22.508,37.847,0.155,0.15,GBR,Europe,United Kingdom,6402273,36329,30427.571,131465,113,96.143,93865.18,532.628,446.106,1927.438,1.657,1.41,JPN,Asia,Japan,1234423,25341,20462.286,15542,28,26.429,9793.06,162.334,123.299,0.222,0.21
AUS,Oceania,Australia,2021-08-20,34.551,206.203,542.817,25992,43119,891,637.286,978,2,3.571,1672.043,24.712,37.924,0.078,0.138,GBR,Europe,United Kingdom,6439297,37024,31087.571,131580,115,98.286,94407.997,542.817,455.782,1929.124,1.686,1.441,JPN,Asia,Japan,1260415,25992,21247.429,15578,36,28,9999.263,168.562,123.585,0.286,0.222
AUS,Oceania,Australia,2021-08-21,35.171,203.585,466.711,25662,44026,907,704.143,981,3,3.286,1707.214,27.305,38.041,0.116,0.127,GBR,Europe,United Kingdom,6471130,31833,31462.857,131684,104,99.714,94874.708,466.711,461.284,1930.649,1.525,1.462,JPN,Asia,Japan,1286077,25662,22013,15612,34,30.286,10202.847,174.636,123.855,0.27,0.24
AUS,Oceania,Australia,2021-08-22,34.667,177.27,469.321,22345,44920,894,757.857,984,3,2.571,1741.881,29.388,38.157,0.116,0.1,GBR,Europe,United Kingdom,6503141,32011,32254.143,131733,49,98.286,95344.028,469.321,472.885,1931.367,0.718,1.441,JPN,Asia,Japan,1308422,22345,22649.714,15636,24,32.286,10380.117,179.687,124.045,0.19,0.256
AUS,Oceania,Australia,2021-08-23,32.34,134.263,465.054,16924,45754,834,808.143,984,0,2.429,1774.221,31.338,38.157,0,0.094,GBR,Europe,United Kingdom,6534861,31720,32753.714,131773,40,100.286,95809.082,465.054,480.21,1931.954,0.586,1.47,JPN,Asia,Japan,1325346,16924,22923.571,15668,32,33,10514.38,181.86,124.299,0.254,0.262
AUS,Oceania,Australia,2021-08-24,37.653,171.907,449.616,21669,46725,971,850.143,986,2,2.286,1811.874,32.966,38.235,0.078,0.089,GBR,Europe,United Kingdom,6565528,30667,33326.286,131947,174,100.857,96258.698,449.616,488.604,1934.505,2.551,1.479,JPN,Asia,Japan,1347015,21669,23147,15710,42,32.286,10686.287,183.632,124.632,0.333,0.256
AUS,Oceania,Australia,2021-08-25,43.237,193.66,521.661,24411,47840,1115,902.714,989,3,2.429,1855.111,35.005,38.351,0.116,0.094,GBR,Europe,United Kingdom,6601109,35581,33595,132097,150,106.429,96780.359,521.661,492.544,1936.704,2.199,1.56,JPN,Asia,Japan,1371426,24411,23192,15755,45,34.429,10879.947,183.989,124.989,0.357,0.273
AUS,Oceania,Australia,2021-08-26,37.847,198.634,557.156,25038,48816,976,941.143,991,2,2.143,1892.958,36.495,38.428,0.078,0.083,GBR,Europe,United Kingdom,6639111,38002,33834,132237,140,110.286,97337.515,557.156,496.048,1938.757,2.053,1.617,JPN,Asia,Japan,1396464,25038,23148.714,15807,52,37.857,11078.581,183.646,125.402,0.413,0.3
AUS,Oceania,Australia,2021-08-27,43.392,192.93,553.08,24319,49935,1119,973.714,993,2,2.143,1936.349,37.758,38.506,0.078,0.083,GBR,Europe,United Kingdom,6676835,37724,33934,132337,100,108.143,97890.595,553.08,497.514,1940.223,1.466,1.586,JPN,Asia,Japan,1420783,24319,22909.714,15864,57,40.857,11271.512,181.75,125.854,0.452,0.324
AUS,Oceania,Australia,2021-08-28,51.225,181.348,471.124,22859,51256,1321,1032.857,999,6,2.571,1987.574,40.052,38.739,0.233,0.1,GBR,Europe,United Kingdom,6708969,32134,33977,132471,134,112.429,98361.719,471.124,498.145,1942.187,1.965,1.648,JPN,Asia,Japan,1443642,22859,22509.286,15906,42,42,11452.859,178.573,126.187,0.333,0.333
AUS,Oceania,Australia,2021-08-29,52.543,153.406,483.278,19337,52611,1355,1098.714,1003,4,2.714,2040.118,42.605,38.894,0.155,0.105,GBR,Europe,United Kingdom,6741932,32963,34113,132532,61,114.143,98844.997,483.278,500.138,1943.082,0.894,1.673,JPN,Asia,Japan,1462979,19337,22079.571,15955,49,45.571,11606.265,175.164,126.576,0.389,0.362
AUS,Oceania,Australia,2021-08-30,48.743,108.48,385.062,13674,53868,1257,1159.143,1006,3,3.143,2088.861,44.949,39.01,0.116,0.122,GBR,Europe,United Kingdom,6768196,26264,33333.571,132580,48,115.286,99230.06,385.062,488.711,1943.786,0.704,1.69,JPN,Asia,Japan,1476653,13674,21615.286,16001,46,47.571,11714.746,171.481,126.941,0.365,0.377
AUS,Oceania,Australia,2021-08-31,47.502,140.57,468.5,17719,55093,1225,1195.429,1012,6,3.714,2136.363,46.356,39.243,0.233,0.144,GBR,Europe,United Kingdom,6800151,31955,33517.571,132630,50,97.571,99698.559,468.5,491.409,1944.519,0.733,1.431,JPN,Asia,Japan,1494372,17719,21051,16065,64,50.714,11855.316,167.004,127.449,0.508,0.402
AUS,Oceania,Australia,2021-09-01,56.886,158.888,520.899,20028,56560,1467,1245.714,1019,7,4.286,2193.25,48.306,39.514,0.271,0.166,GBR,Europe,United Kingdom,6835680,35529,33510.143,132837,207,105.714,100219.458,520.899,491.3,1947.553,3.035,1.55,JPN,Asia,Japan,1514400,20028,20424.857,16136,71,54.429,12014.204,162.037,128.012,0.563,0.432
AUS,Oceania,Australia,2021-09-02,63.905,144.513,555.235,18216,58208,1648,1341.714,1032,13,5.857,2257.155,52.028,40.018,0.504,0.227,GBR,Europe,United Kingdom,6873551,37871,33491.429,133015,178,111.143,100774.693,555.235,491.025,1950.163,2.61,1.629,JPN,Asia,Japan,1532616,18216,19450.286,16201,65,56.286,12158.717,154.305,128.528,0.516,0.447
AUS,Oceania,Australia,2021-09-03,67.511,132.653,617.37,16721,59949,1741,1430.571,1036,4,6.143,2324.666,55.474,40.173,0.155,0.238,GBR,Europe,United Kingdom,6915660,42109,34117.857,133136,121,114.143,101392.063,617.37,500.21,1951.937,1.774,1.673,JPN,Asia,Japan,1549337,16721,18364.857,16265,64,57.286,12291.37,145.694,129.035,0.508,0.454
AUS,Oceania,Australia,2021-09-04,64.758,127.044,537.92,16014,61619,1670,1480.429,1039,3,5.714,2389.425,57.407,40.29,0.116,0.222,GBR,Europe,United Kingdom,6952350,36690,34768.714,133256,120,112.143,101929.983,537.92,509.752,1953.697,1.759,1.644,JPN,Asia,Japan,1565351,16014,17387,16325,60,59.857,12418.414,137.936,129.511,0.476,0.475
AUS,Oceania,Australia,2021-09-05,59.562,102.395,535.97,12907,63155,1536,1506.286,1044,5,5.857,2448.987,58.41,40.484,0.194,0.227,GBR,Europe,United Kingdom,6988907,36557,35282.143,133324,68,113.143,102465.954,535.97,517.28,1954.693,0.997,1.659,JPN,Asia,Japan,1578258,12907,16468.429,16356,31,57.286,12520.809,130.649,129.757,0.246,0.454
AUS,Oceania,Australia,2021-09-06,56.848,65.244,598.765,8224,64621,1466,1536.143,1052,8,6.571,2505.834,59.568,40.794,0.31,0.255,GBR,Europe,United Kingdom,7029747,40840,37364.429,133369,45,112.714,103064.718,598.765,547.808,1955.353,0.66,1.653,JPN,Asia,Japan,1586482,8224,15689.857,16396,40,56.429,12586.053,124.472,130.075,0.317,0.448
AUS,Oceania,Australia,2021-09-07,65.766,84.149,545.852,10607,66317,1696,1603.429,1060,8,6.857,2571.601,62.177,41.104,0.31,0.266,GBR,Europe,United Kingdom,7066978,37231,38118.143,133578,209,135.429,103610.571,545.852,558.859,1958.417,3.064,1.986,JPN,Asia,Japan,1597089,10607,14673.857,16458,62,56.143,12670.202,116.412,130.566,0.492,0.445
AUS,Oceania,Australia,2021-09-08,66.891,98.278,564.897,12388,68042,1725,1640.286,1066,6,6.714,2638.492,63.606,41.337,0.233,0.26,GBR,Europe,United Kingdom,7105508,38530,38546.857,133770,192,133.286,104175.468,564.897,565.144,1961.232,2.815,1.954,JPN,Asia,Japan,1609477,12388,13582.429,16547,89,58.714,12768.479,107.754,131.272,0.706,0.466
AUS,Oceania,Australia,2021-09-09,72.514,82.475,549.957,10396,69912,1870,1672,1076,10,6.286,2711.006,64.836,41.724,0.388,0.244,GBR,Europe,United Kingdom,7143019,37511,38495.429,133937,167,131.714,104725.425,549.957,564.39,1963.681,2.448,1.931,JPN,Asia,Japan,1619873,10396,12465.286,16635,88,62,12850.954,98.891,131.971,0.698,0.492
AUS,Oceania,Australia,2021-09-10,80.463,70.281,539.152,8859,71987,2075,1719.714,1084,8,6.857,2791.469,66.686,42.035,0.31,0.266,GBR,Europe,United Kingdom,7179793,36774,37733.286,134084,147,135.429,105264.577,539.152,553.216,1965.836,2.155,1.986,JPN,Asia,Japan,1628732,8859,11342.143,16703,68,62.571,12921.235,89.981,132.51,0.539,0.496
AUS,Oceania,Australia,2021-09-11,62.664,69.829,423.709,8802,73603,1616,1712,1091,7,7.429,2854.133,66.387,42.306,0.271,0.288,GBR,Europe,United Kingdom,7208693,28900,36620.429,134240,156,140.571,105688.286,423.709,536.9,1968.123,2.287,2.061,JPN,Asia,Japan,1637534,8802,10311.857,16759,56,62,12991.064,81.807,132.954,0.444,0.492
AUS,Oceania,Australia,2021-09-12,66.697,57.223,420.073,7213,75323,1720,1738.286,1098,7,7.714,2920.83,67.406,42.578,0.271,0.299,GBR,Europe,United Kingdom,7237345,28652,35491.143,134296,56,138.857,106108.36,420.073,520.344,1968.944,0.821,2.036,JPN,Asia,Japan,1644747,7213,9498.429,16800,41,63.429,13048.287,75.354,133.28,0.325,0.503
AUS,Oceania,Australia,2021-09-13,61.191,33.106,444.528,4173,76901,1578,1754.286,1102,4,7.143,2982.021,68.027,42.733,0.155,0.277,GBR,Europe,United Kingdom,7267665,30320,33988.286,134357,61,141.143,106552.888,444.528,498.31,1969.839,0.894,2.069,JPN,Asia,Japan,1648920,4173,8919.714,16849,49,64.714,13081.393,70.763,133.668,0.389,0.513
AUS,Oceania,Australia,2021-09-14,63.711,49.813,385.253,6279,78544,1643,1746.714,1116,14,8,3045.732,67.733,43.276,0.543,0.31,GBR,Europe,United Kingdom,7293942,26277,32423.429,134542,185,137.714,106938.141,385.253,475.367,1972.551,2.712,2.019,JPN,Asia,Japan,1655199,6279,8301.429,16904,55,63.714,13131.206,65.858,134.105,0.436,0.505
AUS,Oceania,Australia,2021-09-15,71.971,54.018,438.547,6809,80400,1856,1765.429,1128,12,8.857,3117.703,68.459,43.741,0.465,0.343,GBR,Europe,United Kingdom,7323854,29912,31192.286,134743,201,139,107376.688,438.547,457.317,1975.498,2.947,2.038,JPN,Asia,Japan,1662008,6809,7504.429,16978,74,61.571,13185.224,59.535,134.692,0.587,0.488
AUS,Oceania,Australia,2021-09-16,69.799,45.148,386.309,5691,82200,1800,1755.429,1141,13,9.286,3187.502,68.071,44.245,0.504,0.36,GBR,Europe,United Kingdom,7350203,26349,29597.714,134901,158,137.714,107762.997,386.309,433.939,1977.814,2.316,2.019,JPN,Asia,Japan,1667699,5691,6832.286,17041,63,58,13230.373,54.203,135.192,0.5,0.46
AUS,Oceania,Australia,2021-09-17,71.971,40.563,473.91,5113,84056,1856,1724.143,1148,7,9.143,3259.473,66.858,44.516,0.271,0.355,GBR,Europe,United Kingdom,7382527,32324,28962,135081,180,142.429,108236.906,473.91,424.618,1980.453,2.639,2.088,JPN,Asia,Japan,1672812,5113,6297.143,17105,64,57.429,13270.936,49.957,135.699,0.508,0.456
AUS,Oceania,Australia,2021-09-18,60.958,37.287,432.228,4700,85628,1572,1717.857,1162,14,10.143,3320.431,66.614,45.059,0.543,0.393,GBR,Europe,United Kingdom,7412008,29481,29045,135245,164,143.571,108669.134,432.228,425.835,1982.858,2.404,2.105,JPN,Asia,Japan,1677512,4700,5711.143,17168,63,58.429,13308.222,45.308,136.199,0.5,0.464
AUS,Oceania,Australia,2021-09-19,58.166,26.942,425.557,3396,87128,1500,1686.429,1167,5,9.857,3378.597,65.395,45.253,0.194,0.382,GBR,Europe,United Kingdom,7441034,29026,29098.429,135302,57,143.714,109094.691,425.557,426.619,1983.693,0.836,2.107,JPN,Asia,Japan,1680908,3396,5165.857,17209,41,58.429,13335.164,40.982,136.524,0.325,0.464
AUS,Oceania,Australia,2021-09-20,61.346,17.62,523.831,2221,88710,1582,1687,1178,11,10.857,3439.943,65.417,45.68,0.427,0.421,GBR,Europe,United Kingdom,7476763,35729,29871.143,135351,49,142,109618.522,523.831,437.948,1984.412,0.718,2.082,JPN,Asia,Japan,1683129,2221,4887,17232,23,54.714,13352.784,38.77,136.707,0.182,0.434
AUS,Oceania,Australia,2021-09-21,64.332,14.042,456.169,1770,90369,1659,1689.286,1186,8,10,3504.275,65.506,45.99,0.31,0.388,GBR,Europe,United Kingdom,7507877,31114,30562.143,135554,203,144.571,110074.691,456.169,448.079,1987.388,2.976,2.12,JPN,Asia,Japan,1684899,1770,4242.857,17279,47,53.571,13366.826,33.66,137.08,0.373,0.425
